,tweet,closed,closure,fire
6268,Ford faces outrage in France over factory closure - +GENERAL PHYSICS LABORATORY (GPL) US carmaker Ford came under fire from the French government on Monday over its plans to close a factory producing gear boxes in... https://www.genphys.com/business-automotive/ford-faces-outrage-in-france-over-factory-closure …,0,2,1
6269,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnPMPt",0,0,1
6270,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9rK",0,0,1
6271,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9sK",0,0,1
6272,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9lM",0,0,1
6273,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9kb",0,0,1
6274,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9kV",0,0,1
6275,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9kp",0,0,1
6276,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9f4",0,0,1
6277,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9f2",0,0,1
6278,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9f1",0,0,1
6279,"Fire Conditions Prompt Power Outages, Closures In North Bay http://dlvr.it/QnP9dy",0,0,1
6280,School closures today in some school districts in Napa and Lake Counties due to the power outages because of high fire danger- pic.twitter.com/N3CnSDmcdO,0,0,1
6281,US car giant Ford under fire in France for factory closure plans https://rfi.my/3Dtu.t pic.twitter.com/70hUJaAAhr,0,1,1
6282,"Several Lake, Napa county schools cancel classes due to fire-related power outage Officials announce school closures in Napa and Lake Counties https://abc7news.com/4485527/ via @abc7newsbayarea",0,0,1
6283,Download #Closure by @iambemshima Fire https://www.360nobs.com/2018/10/music-bemshima-closure/ … @iamkissdaniel @DONJAZZY @rudeboypsquare @olamide_YBNL @VectorThaViper @MI_Abaga @terrytharapman @iam_Davido @iamdbanj This guy is on fire watch him up. pic.twitter.com/1stVbAS5Fw,0,2,2
6284,"Stormy weather sparks scrub fire and damages homes across SA Wild weather has eased across South Australia but thousands of homes remain without power after wind gusts brought down trees and power lines, forcing the closure of major roads. https://ift.tt/2PB5IHe pic.twitter.com/Ens3Ftqt4u",0,1,1
6285,"Window Techs, We Are Into Manufacturing Of Fixed Fire Curtains, Automatic Fire Curtains, Automatic Smoke Curtain, Fixed Smoke Curtain, Automatic Smoke Apron, Smoke Protection Closure https://bit.ly/2rQrZ9o https://bit.ly/2rPaVk0 pic.twitter.com/2n9mfI8TKZ",0,1,2
6286,So I’m comin' over Runnin' every red light To Hell with the closure Save it for another time Try not to think about you But it ain’t workin' Why put out a fire when it’s still burnin' Just when I think movin' on is gettin' closer I’m comin' over,0,1,1
6287,"They’re paid for, in part, from his campaign coffers. The cities he visits also pay a lot for police, fire, EMS, street closures, etc. All taxpayers foot the bill for his travel and security costs for each event.",0,0,1
6288,"""I'm comin over, running every red light... To hell with the closure, save it for another time. Try not to think about you but it ain't working, why put out a fire when it's still burning?"" #CountryMusicWhileCleaning",0,1,1
6289,INCIDENT - Bootle: We are in attendance at a fire at a shop and flats in Stanley Road. Road closures are in place. For details visit https://tinyurl.com/y9zvbffo https://twitter.com/MerseyPolice/status/1051601350625292288 …,0,0,1
6290,Motorcycle Fire Forces Brief Closure Of C-470 http://bit.ly/2PzFHIj pic.twitter.com/Km2q51yjNs,0,1,1
6291,Motorcycle Fire Forces Brief Closure Of C-470 https://ift.tt/2IU6Lzo,0,1,1
6292,"RT BothellPolice: Assisting BothellFire with traffic control at this structure fire, no injuries reported. Road closure: 119 AVE NE is closed b/t the 15700 and 15900 blocks for the next bit. Please avoid the area. pic.twitter.com/H7x7WnCdQr",1,1,1
6293,"Assisting @BothellFire with traffic control at this structure fire, no injuries reported. Road closure: 119 AVE NE is closed b/t the 15700 and 15900 blocks for the next bit. Please avoid the area. pic.twitter.com/axyXqNzKk0",1,1,1
6294,ROAD CLOSURES - Stanley Road #Bootle between Balliol Road and Wadham Road is closed due to a reports of a fire. Emergency Services are in attendance and dealing. Please avoid the area and find alternative routes for your journey pic.twitter.com/VQhQcj5q9F,1,0,1
6295,ROAD CLOSURES - Stanley Road #Bootle between Balliol Road and Wadham Road is closed due to a reports of a fire. Emergency Services are in attendance and dealing. Please avoid the area and find alternative routes for your journey pic.twitter.com/i7o8tD0WJj,1,0,1
6296,"Update: The fire has been contained. Road closures remain. No reports of injuries at this time. Person of interest possibly responsible for starting fire. Male/white, crooked teeth, black/grey sweater, grey pants, brown shoes. Anyone w info please call @TPS32Div #GO1899769^adc",0,0,2
6297,"UPDATE: Crews have slowed down Masonic Fire. Evacuations, road closures still in place. https://www.redding.com/story/news/2018/10/14/wind-whipped-fire-forces-evacuations-south-lake-boulevard/1641584002/ … via @BreakingNews_RS",0,0,2
6298,"**Road Closure / Power Update** All Town of Matthews, NC roads that were impacted by Hurricane Michael are now back open and all power in Matthews has been restored. Matthews Fire & EMS",0,1,1
6299,DCFEMS reports fire response has concluded and street closures in the 3400-3500 block of Texas Ave SE have been re- http://alertdc.io/t/2ri,0,0,1
6300,Hunting will not be restricted except for the areas that are closed or access restricted. Fire use restrictions are in place. For info on closures and fire use restrictions go to https://www.fs.usda.gov/angeles pic.twitter.com/NxwHMgLEA9,1,0,2
6301,20-acre vegetation fire burning in the area of Lake Boulevard and Masonic Avenue. Evacuation orders and road closures have been issued. Avoid the area. https://krcrtv.com/news/shasta-county/fire-burning-on-masonic-avenue-and-lake-boulevard …,0,0,2
6302,"There is a vegetation fire burning in the area of Masonic Avenue and Lake Boulevard with a high rate of spread. There are possible road closures, avoid the area if possible. READ MORE>> https://krcrtv.com/news/shasta-county/fire-burning-on-masonic-avenue-and-lake-boulevard …",0,0,2
6303,"Staring Tomorrow: Filming + Parking Restrictions/Street Closures in the Ward: The TV show Chicago Fire will be filming in our ward this week on Mon, 10/15 & Tues, 10/16. Please watch for and heed all 'no parking' signs, and thanks for making space for this production. pic.twitter.com/KnjbURFZXk",0,0,1
6304,Supports islamaphobes. Probably partially responsible for the deaths of people due to fire station closures. Supported cuts to ESA. Suggested scrapping the minimum wage. Total douche.,0,0,1
6305,Did I really just see someone complaining on Facebook that emergency services “didn’t let people travelling from Harrogate know” about the road closures during the massive fire at B&M yesterday...? @NYorksPolice @NorthYorksFire how dare you... pic.twitter.com/mBxF29qDHD,0,0,1
6306,DC FIRE ALERT: DC FIRE and EMS report fire activity at 3426 Texas Avenue SE which has resulted in a road closure in the 3400-3500 blocks of Texas Avenue SE. Please avoid the area.,0,1,3
6307,DC Fems reports fire activity at 3426 Texas Avenue SE which has resulted in a road closure in the 3400-3500 blocks http://alertdc.io/t/2rg,0,1,1
6308,"TFL UPDATE: TfLTrafficNews: Vehicle Fire Plumstead Road is closed (out of town only) at the junction of Burrage Road, due to a vehicle fire on Pettman Crescent. Traffic is slow moving on approach to the closure. Use alternative route.",1,1,2
6309,"Vehicle Fire Plumstead Road is closed (out of town only) at the junction of Burrage Road, due to a vehicle fire on Pettman Crescent. Traffic is slow moving on approach to the closure. Use alternative route.",1,1,2
6310,"@tavleen_singh it has spread like wild fire. It's nothing but a platform for stories, gossip.I never knew social media gave closure to people? Strangers who'd not even know if you are dead tomorrow.The craving for validation is sickening! Please write more,please!",0,1,1
6311,"** M3 Update ** Highways on scene, assisting Fire crews making scene safe. Lanes 3 & 4 are closed which are marked up with Red Unfortunately some motorists are ignoring these lane closures putting other motorists & Emergency services at risk Do not ignore lane closures",1,0,1
6312,Overnight fire in Monson forces road closure https://www.wwlp.com/news/local-news/overnight-fire-in-monson-forces-road-closures/1522734200 …,0,1,2
6313,Overnight fire in Monson forces road closure https://www.wwlp.com/news/local-news/overnight-fire-in-monson-forces-road-closures/1522734200?utm_medium=social&utm_source=twitter_MonicaWWLP …,0,1,2
6314,Overnight fire in Monson forces road closure https://www.wwlp.com/news/local-news/overnight-fire-in-monson-forces-road-closures/1522734200?utm_medium=social&utm_source=twitter_WWLP22News …,0,1,2
6315,"Huge fire in B&M store prompts evacuations and road closure A LARGE fire has broken out at a B&M store which emergency services have declared a ""major incident"". https://is.gd/IlAOTF pic.twitter.com/nyrjWpAw3v",0,1,2
6316,"Window Techs, We Are Into Manufacturing Of Fixed Fire Curtains, Automatic Fire Curtains, Automatic Smoke Curtain, Fixed Smoke Curtain, Automatic Smoke Apron, Smoke Protection Closure https://bit.ly/2rQrZ9o https://bit.ly/2rPaVk0 pic.twitter.com/zDtjRaGuyf",0,1,2
6317,^ Dunfermline + | Road closures in place as fire breaks out at B&M store http://twib.in/l/zK5E7RxMEoAr #Fife,0,0,1
6318,Fire crews are on the scene of a structure fire in the vicinity of Pacific Highway and Military Road. Expect road closures.,0,0,2
6319,School Board Democracy Watch: “Fire Trustees” Campaign targets Doreen Dewar and @RainbowDSB allies in lead up to October 22 election. School closures galvanized opposition and movement to clean house ⁦ @SudburyStar⁩ ⁦ @OPSBA⁩ #onpoli #oned https://m.facebook.com/FireDewarMorrisonHundaClement/photos/a.2089105798048364/2115132555445688/?type=3&source=48 …,0,0,1
6320,DC FEMS reports the fire activity in the 1300 block of Howard Rd has cleared and all associated road closures are n http://alertdc.io/t/2r5,0,0,1
6321,"Trane factory closure? Ask him, he will claim its the mob's fault and yes it is, McConnell is also to blame. #CocaineMitch will stop at nothing to hide 45s issues bc he is too close to the fire. #BardstownKNOWSmitch",0,1,1
6322,"Guuuuuuyyyyyyyys!!! The legend, the king, the god amongst men @MI_Abaga said my new song ""Closure"" is fire. I know most you probably don't know me but out of respect for the king, please check my song ""Closure"" out: http://linktr.ee/iambemshima And RT please. Thanks.pic.twitter.com/ZboMIuQ3GD",0,2,1
6323,ROAD CLOSURE due to fire at the Diamond K Gravel Co. Mt Diablo at Dolores. No thru traffic for approx 1 hour. http://nixle.us/AG98G,0,1,1
6324,B&M #CliftonMoor - Update - there are still road closures in place. We are awaiting an update from fire and will let you know as soon as we can.,0,0,1
6325,House fire on Ridge Rd in Shanty Bay forcing road closure. West of Line 2. #shantybay,0,1,1
6326,"ROAD CLOSURE - BIRCHIN LANE, BRINDLE Due to a vehicle on fire, the road is currently closed. Further updates will be given shortly. S/SGT Stephen pic.twitter.com/i4qPU3w6k2",1,1,1
6327,"Full closure, #M2 (E) J2 - J3 .. coastbound near #Medway and #Rochester is now removed... 2 lanes OPEN to traffic through the junctions .... work is still going on after earlier vehicle fire.... Thanks @kentfirerescue",0,1,1
6328,ROAD CLOSURE: Ridge Rd CLOSED between Line 2 and Paisley Court #OroMedonte - due to a structure fire. Reopening time unknown. ^ag,1,1,1
6329,Road closures in place as fire breaks out at B&M store | Bailiwick Express UK http://zpr.io/6CGth,0,0,1
6330,BREAKING: 'Huge fire' in B&M store prompts evacuation and road closures http://dlvr.it/QnDwk8 pic.twitter.com/FEl0zKpLzF,0,0,1
6331,BREAKING : 'Huge fire' in B&M store prompts evacuation and road closures: http://youtu.be/Nq8QvLD37E4?a via @YouTube,0,0,1
6332,Blaze at B&M Homestore in York. All emergency services on scene at a large fire at B&M Store at Clifton Moor. Smoke is causing issues meaning there are road closures in place out to the A1237.... https://www.facebook.com/clevelandandnorthyorkshirealert/videos/2412641908762648/ …,0,0,1
6333,BREAKING: 'Huge fire' in B&M store prompts evacuation and road closures http://shr.gs/WJNW4Qh,0,0,1
6334,BREAKING: 'Huge fire' in B&M store prompts evacuation and road closures https://www.news2.fr/?p=239363,0,0,1
6335,BREAKING: 'Huge fire' in B&M store prompts evacuation and road closures https://www.0news.net/?p=340296,0,0,1
6336,BREAKING: ‘Huge fire’ in B&M store prompts evacuation and road closures https://livetechinfo.com/breaking-huge-fire-in-bm-store-prompts-evacuation-and-road-closures/ …pic.twitter.com/VRQ9tS90ik,0,0,2
6337,BREAKING: Huge fire in a B&M store prompts evacuation and road closures https://www.dailystar.co.uk/news/latest-news/736297/fire-york-bandm-clifton-moor-retail-park …pic.twitter.com/aQHhMj9lYT,0,0,2
6338,"For people headed out to #joshuatree today, don't. Road closures and flash flooding have closed off the park, I believe at all entrances. Also, I-210 is a mess: diesel oil rigs on fire and multiple collisions. Drive safely! https://twitter.com/NWSVegas/status/1051018939042619394 …",1,0,1
6339,UPDATED - Major Incident as fire breaks out at Clifton Moor in York @NorthYorksFire dealing with it. @PC541NYP and @PCSO5458 report road closures and thick smoke https://www.minsterfm.com/news/local/2711079/major-incident-as-fire-breaks-out-at-clifton-moor-in-york/ …,0,0,2
6340,"A big rig crashed through the center divider West 210 this morning in Pasadena. Cab sitting on Metro Gold Line tracks caught fire, shutting down the rail service & closure of left 4 lanes of freeway. Luckily no one got hurt as per CHP @latimes @latimesphotos @chp_la @pass @LANowpic.twitter.com/OLIO3uwyoU",0,1,1
6341,**MAJOR INCIDENT** All emergency services on scene at a large fire at B&M Store at Clifton Moor. Smoke is causing issues meaning there are road closures in place out to the A1237. Cordon in place and will be for some time. Please avoid the area.,0,0,1
6342,Maple Ave. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6343,Maple Ave. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6344,Maple Ave. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6345,Maple Ave. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6346,Four Lane Ends has now re-opened following the earlier closure due to a fire alarm activation.,0,1,1
6347,"Living in a solid Tory area I hear this all the time. Moaning about not getting a GP appointment, closures of police and fire stations then off to the voting booth and voting them back in again.",0,0,1
6348,Maple St. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6349,Maple St. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6350,Maple St. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6351,Maple St. closed from Columbia St. to Del Amo Blvd. due to a power line pole on fire. T P D and T F D are on scene. Please avoid the area. Power loss and street closure is estimated to be until noon.,1,1,1
6352,". @9RunRun supports local fire, police and paramedics services. Watch for road closures in the Stittsville area #ottnewshttps://twitter.com/OttawaMatters/status/1051077003711934464 …",0,0,1
6353,"Road closure on Netherton Road, Abberley due to house fire.",0,1,1
6354,"Road closure on Netherton Road, Abberley due to house fire.",0,1,1
6355,"Window Techs, We Are Into Manufacturing Of Fixed Fire Curtains, Automatic Fire Curtains, Automatic Smoke Curtain, Fixed Smoke Curtain, Automatic Smoke Apron, Smoke Protection Closure https://bit.ly/2rQrZ9o https://bit.ly/2rPaVk0 pic.twitter.com/UJrNaUM4QV",0,1,2
6356,Route 33 GO Bus Passengers: The road closure on Mill Street because of a fire has ended and regular service has resumed.,0,1,1
6357,"Pole Creek & Bald Fire USFS road and area closure updates. Some roads and areas open. Others still closed. Sorry Payson Canyon, Diamond Fork, Little Diamond, and Wanrhodes! http://www.utahcounty.gov/Dept/Sheriff/Media/PressReleaseArchiveDetails.asp?ID=186769 …pic.twitter.com/tRCd3O9Zvb",1,1,1
6358,What a dumpster fire. Am glad you feel closure and hey ppl have the right to know and you also have no obligation to lead any charge (you also had no obligation to do this but it's cool that you did). Support to you <3,0,1,1
6359,"Visitation to Glacier National Park increases, despite fires and closures https://missoulian.com/news/state-and-regional/visitation-to-glacier-national-park-increases-despite-fires-and-closures/article_550fa332-e8c9-558b-a54b-7f3ec7f0d4ec.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @missoulian",0,0,0
6360,"''“Public safety continues to be the city’s No. 1 priority. The city is committed to a phased approach of the camp closure that is compassionate, respectful and structured and addresses the concerns raised in the fire safety order'' Explosives exempt.. https://www.nanaimobulletin.com/news/city-wont-enforce-tent-city-injunction-right-away-to-give-courts-a-chance-to-consider-extension/ …",0,1,1
6361,Four-alarm grass fire forces closure of Winters Road https://cal.network/2EfdFkk pic.twitter.com/GxkPkgoQp9,0,1,1
6362,CLOSURE: It is now raining lightly and the lightning strikes are getting closer. Unfortunately these fire pits are now empty as the beach is closed. #socalwxpic.twitter.com/lkiRw0LSB9,1,1,1
6363,"Yes the Mona Pole road is still closed, closures will be reevaluated as soon as the final Burned Area Emergency Response post-fire assessment report has been finalized and reviewed by local Forest Service officials. pic.twitter.com/rJPzl3fH1R",1,0,1
6364,#uwcnf The area and road closures due to the Pole Creek fire in the Nebo Loop area on the east side of the Nebo Loop National Scenic Byway is still in place. Closures will be reevaluated as soon as the final Burned Area Emergency Response post-fire assessment report is finalized pic.twitter.com/azkPvuF6zj,0,0,2
6365,Arlington Fire is on-scene assisting . @NCountyFireEMS on a structure fire on SR-9 north of the SR-530 cutoff / Stillaguamish River bridge. . @arlingtonsd reporting delayed school bus drop offs north of town due to closure of SR-9.,0,1,2
6366,"Visitation to @GlacierNPS increases, despite fires and closures https://buff.ly/2yzeJcC pic.twitter.com/3VJU492D87",0,0,0
6367,". @GlacierNPS had fires and road closures this summer, and yet visitation still increased https://buff.ly/2OnxOJi",0,0,0
6368,"ROAD CLOSURE: Hood Ave at the Enterprise bridge currently shut down to one lane due to a vehicle accident. Shinnston and Worthington Fire Depts on scene as well as Harrison EMS, and Walt's Towing",0,1,1
6369,Paignton Fire - road closures and fencing Please be aware that Torbay Road in front of the site of the recent fire will remain closed until further notice. #Torbay #News #Fire #Paignton For more details visit http://socsi.in/yLZ01 pic.twitter.com/Z75ir2j7Vt,1,0,3
6370,Reports of an mvc on Highway 17 West near Eagle's Nest gas station. No word on road closures. Fire department on hand.,0,0,1
6371,UPDATE: Vehicle fire on I-95 southbound at Exit: COTTMAN AVE/RHAWN ST { #30 }. There is a ramp closure.,0,1,1
6372,UPDATE: Vehicle fire on I-95 southbound at Exit: COTTMAN AVE/RHAWN ST { #30 }. There is a ramp closure.,0,1,1
6373,Vehicle fire on I-95 southbound at Exit 30 - Cottman Ave/Rhawn St. There is a ramp closure.,0,1,1
6374,Vehicle fire on I-95 southbound at Exit 30 - Cottman Ave/Rhawn St. There is a ramp closure.,0,1,1
6375,Lilburn house fire causes closure of Camp Creek Road https://www.gwinnettdailypost.com/local/camp-creek-road-closed-as-fire-officials-battle-lilburn-house/article_efb35b51-07d5-55d1-9d5a-c75f3b0226ab.html …,1,1,2
6376,East Raccoon Valley Rd is closed from Andersonville Pike to the 4900 block due to fire hoses in the roadway. Expect the closure for another hour. pic.twitter.com/HIKelEqAhN,1,1,1
6377,Line closure after fire in train - ICE wagon goes up in flames near Dierdorf http://www.general-anzeiger-bonn.de/ga-english/ICE-wagon-goes-up-in-flames-near-Dierdorf-article3959523.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter&Echobox=1539353964 …pic.twitter.com/ldoWvKvemd,0,1,1
6378,Fire closure lifted on Basalt Mountain but #Forest Service warns of risks: Aspen Times https://www.aspentimes.com/news/local/fire-closure-lifted-on-basalt-mountain-but-forest-service-warns-of-risks/ … #environment | More w/ Eco-Search: https://search.ecointernet.org/search/results?q=fire%20closure%20lifted%20basalt%20mountain%20forest%20service%20warns%20risks&w=relevance …,0,2,3
6379,"10/15-16: Filming + Parking Restrictions/Street Closures in the Ward: The TV show Chicago Fire will be filming in our ward next week on Mon, 10/15 & Tues, 10/16. Please watch for and heed all 'no parking' signs, and thanks for making space for this production. pic.twitter.com/JVzsQKw1nk",0,0,1
6380,"What do you feel about government cuts to the fire service and the closure of so many fire stations across the country? Y'know, just keep it light",0,1,2
6381,"The closure of Basalt Mountain due to the #LakeChrsitineFire has been lifted starting today for non-motorized travel. Forest Service officials warn public to use caution in the area due to dead trees, loose rock and ash pits caused by the fire. https://bit.ly/2RJlJMz pic.twitter.com/O1fL2QJAcF",0,1,1
6382,"Visitation to Glacier National Park increases, despite fires and closures http://dlvr.it/Qn7Q2Q",0,0,0
6383,"Visitation to Glacier National Park increases, despite fires and closures https://ift.tt/2OZuWSM",0,0,0
6384,"Kudos to the Rural Hall Fire Department for their hard work handling weather-related events yesterday. Hurricane Micheal snuck in causing flooding and in turn, road closures. Our paid… https://www.instagram.com/p/Bo1gCPJB7pp/?utm_source=ig_twitter_share&igshid=92igo2rree88 …",0,0,1
6385,M1 Northbound at J39 #Durkar we have a up and over closure currently in place due to a vcar fire-Please observe the Red X on approach pic.twitter.com/gBVVDrmJxt,0,1,1
6386,"The closure of lands on Basalt Mountain in the wake of the Lake Christine Fire will be lifted at 12:01 a.m. Friday for non-motorized travel, the U.S. Forest Service announced Thursday https://buff.ly/2yuD4QK pic.twitter.com/j529cEyeNj",0,1,1
6387,"RT GOtransitBus ""Route 33 #GOBus Passengers: As a result of a road closure on Mill Street because of a fire, GO buses will be detouring onto Wilbur Street.(1/2)""",0,1,1
6388,"Route 33 #GOBus Passengers: As a result of a road closure on Mill Street because of a fire, GO buses will be detouring onto Wilbur Street.(1/2)",0,1,1
6389,It’s business as usual for shops opposite the site of the #fire in Torbay Road despite the road closure. For your own safety please only use areas open to access as there’s the risk of debris as the windy weather continues over the weekend. #Paignton,0,1,1
6390,"RT traffic_update ""http://www.traffic-update.co.uk latest: #Link road from M11 J6 N to M25 J27 clockwise: Road traffic collision. M25 clockwise between J5 and J6: Vehicle fire. Lane closures. M6 J8 S exit: Broken down vehicle. 1 lane... https://www.facebook.com/179545215446686/posts/2065997056801483/ …""",0,0,1
6391,http://www.traffic-update.co.uk latest: #Link road from M11 J6 N to M25 J27 clockwise: Road traffic collision. M25 clockwise between J5 and J6: Vehicle fire. Lane closures. M6 J8 S exit: Broken down vehicle. 1 lane... https://www.facebook.com/179545215446686/posts/2065997056801483/ …,0,0,1
6392,http://www.traffic-update.co.uk latest: #Link road from M11 J6 N to M25 J27 clockwise: Road traffic collision. M25 clockwise between J5 and J6: Vehicle fire. Lane closures. M6 J8 S exit: Broken down vehicle. 1 lane... https://www.facebook.com/179545215446686/posts/2065997056801483/ …,0,0,1
6393,Brixton Tube fire: London station closed after track fire - Victoria line affected COMMUTERS are facing rush-hour chaos with the closure of Brixton Tube Station because of a fire. https://is.gd/vdvt64 pic.twitter.com/4Y0Se5EZZo,1,1,3
6394,"Splice Closure FOSC-V-6081 Features: fire resistant, waterproof and quakeproof. Email: amy@holightoptic.com WhatsApp: +8613537843907 pic.twitter.com/P8atukVWti",0,1,1
6395,Happening this morning.... Friday.. We have the latest on a raging fire in NKY @AlexisWLWT on that. @AndrewSetters has details on a presidential visit. @wlwt_traffic has closures you should know about! You're covered! pic.twitter.com/MySLsjqKBh,0,0,1
6396,"I fully expect he'd have had some blx about national security or protection of intellectual property despite the fact they're in a publicly accessible area and their road closure doesn't actually prevent the movement of pedestrians. That said, they did have lots of fire ready.",0,1,1
6397,"Police are currently assisting @Tyne_Wear_FRS as they deal with a building on fire on Richard Street, Hetton-Le-Hole, Houghton. There are no road closures in place but there is congestion in the area. https://twitter.com/NELiveTraffic/status/1050651651042758656 …",0,0,1
6398,BREAKING - Vehicle fire forces closure of Transmountain Road eastbound lanes. Clearing time unknown. http://bit.ly/2QJkXy8 @CBS4Local sending crew to scene. Clearing time forthcoming.,0,1,1
6399,"Window Techs, We Are Into Manufacturing Of Fixed Fire Curtains, Automatic Fire Curtains, Automatic Smoke Curtain, Fixed Smoke Curtain, Automatic Smoke Apron, Smoke Protection Closure https://bit.ly/2rQrZ9o https://bit.ly/2rPaVk0 pic.twitter.com/Sp2ylvKy8O",0,1,2
6400,"Police are currently assisting @Tyne_Wear_FRS as they deal with a building on fire on Richard Street, Hetton-Le-Hole, Houghton. There are no road closures in place but there is congestion in the area. Please avoid wherever possible. pic.twitter.com/w4GUlSckFZ",0,0,1
6401,The annual Remembrance Sunday parade through Aberystwyth will go ahead despite the closure of a road due to the Ty Belgrave fire http://www.cambrian-news.co.uk/article.cfm?id=124427 …,0,1,1
6402,Southbound lane closure on the A182 Front Street #Hetton #Le #Hole for fire fighting operations. pic.twitter.com/kRzmmvlVQS,0,1,1
6403,. @MSHPTrooperF confirms the source of the big fire on I-70. @MoDOT traveler information map is estimating at least another hour of closure. https://twitter.com/MSHPTrooperF/status/1050610133854605312 …,0,1,1
6404,"Ghost Ship Harbor is a popular #hauntedattraction where thrill-seekers can board a ship, but it faces closure for the weekend after a fire broke out. Read the full story here! https://www.mahauntedhouses.com/blog/uss-salem-ghost-ship-harbor-fire.html …",0,1,2
6405,"A new closure order is in place for the Pole Creek/Coal Hollow Fire Area, effective Oct. 9, 2018. Read details about roads and camping at https://buff.ly/2MbvYa0",0,1,1
6406,wow yall wigs/closures or whatever you call them be looking fire . how do I sign up ?,0,0,1
6407,USFS Area Closure Reduced - Silver Creek Fire 10/11/18 (Silver Creek Fire Wildfire) pic.twitter.com/dnqz1V89WN,0,1,2
6408,"USFS Area Closure Reduced - Silver Creek Fire 10/11/18 (Silver Creek Fire Wildfire): October 11, 2018 The U.S. Forest Service reduced the area covered by the Silver Creek Fire Closure today. Other area closures are no longer in place, including: Milk... http://bit.ly/2C9XO3G",0,2,3
6409,"USFS Area Closure Reduced - Silver Creek Fire 10/11/18 (Silver Creek Fire Wildfire): October 11, 2018 The U.S. Forest Service reduced the area covered by the Silver Creek Fire Closure today. Other area closures are no longer in place,… http://bit.ly/2CEP6vs #incinews",0,2,3
6410,#SilverCreekFire #CO #CORTF http://bit.ly/2pOXMaf Silver Creek Fire: USFS Area Closure Reduced - Silver Creek Fire 10/11/18,0,1,2
6411,#SilverCreekFire #CO #CORTF http://bit.ly/2pOXMaf Silver Creek Fire: USFS Area Closure Reduced - Silver Creek Fire 10/11/18,0,1,2
6412,"“We would like to thank the Edelbrock family for this rare opportunity to experience closure and see the difference first responders make. Our hearts go out to this family,” Kittitas County Fire District 7 officials stated. http://www.ifiberone.com/columbia_basin/family-involved-fatal-motorhome-crash-on-i--reunited-with/article_7eef1b66-cd94-11e8-a51a-e35c5d6e0b7e.html …",0,1,1
6413,"NEW: Fire closure lifted for non-motorized travel on Basalt Mountain at midnight Friday, but Forest Service warns of risks such as falling trees, loose rock and ash pits. https://bit.ly/2RJlJMz via @SCondonATimespic.twitter.com/lIv0cn58YB",0,1,1
6414,"Road Closure: Victoria road is closed at Highway 62, PEC due to ongoing structure fire.",1,1,1
6415,"UPDATE 8:30AM The road remains #CLOSED at the Napier end of the closure, but has been OPENED on the Taupo end to allow road users to make their way towards the truck fire site. Contractors are working on setting up the STOP/GO now. ^IF https://twitter.com/NZTACNI/status/1050442338638671872 …",1,1,1
6416,Army worms Fire trucks Embezzlement within gvt organisations Fuel hikes Cholera +uni closures Power tariff hikes Borehole tax Rental tax China take over 12 kwacha 2017 ECL is 2nd richest in Donor funding withdrawn Vespers dies.,0,0,1
6417,Road Closure-FIRE. Area around Prater Way and Dolce Drive CLOSED due to structure fire. Sparks Fire and Police on scene. Staying if the area. pic.twitter.com/I1mSwOEWFW,1,1,3
6418,"#FirePreventionWeek Hunting and Recreational Target Shooting Tip: - Check weather conditions and red flag warnings. Avoid shooting in hot, dry, and windy weather and follow fire restrictions and closures. . . @CaliforniaDFW @Interiorpic.twitter.com/uadMxj0J0C",0,0,1
